ID,Category,RecoveryTime,CategoryRecoveryTime
11285,33,0,10000
11286,33,0,10000
11293,40,0,0
11294,40,0,0
11303,82,0,10000
11305,44,0,300000
11314,35,0,15000
11315,35,0,15000
11318,44,0,0
11350,4,0,0
11365,89,0,3600000
11387,4,0,10000
11389,64,0,3000
11390,99,0,1000
11392,37,0,600000
11397,18,0,0
11406,79,0,0
11407,64,0,3000
11416,0,60000,0
11417,0,60000,0
11418,0,60000,0
11419,0,60000,0
11420,0,60000,0
11426,471,0,30000
11427,85,0,6000
11428,0,5000,0
11430,32,0,0
11436,51,0,10000
11443,22,0,0
11445,56,0,4000
11474,99,0,1000
11479,310,0,86400000
11480,310,0,172800000
11481,63,0,0
11504,49,0,0
11515,99,0,1000
11560,350,0,300000
11561,350,0,300000
11578,44,0,15000
11580,49,0,4000
11581,49,0,4000
11584,65,0,5000
11585,65,0,5000
11588,82,0,10000
11589,82,0,10000
11590,82,0,10000
11600,65,0,5000
11601,65,0,5000
11629,59,0,10000
11647,56,0,4000
11732,30,0,0
11739,56,0,30000
11740,56,0,30000
11774,36,0,5000
11775,36,0,5000
11778,40,0,12000
11779,40,0,12000
11780,40,0,12000
11784,82,0,4000
11785,82,0,4000
11791,36,0,0
11820,34,0,0
11821,19,0,0
11824,19,0,6000
11825,19,0,6000
11828,85,0,0
11835,56,0,4000
11836,98,0,0
11837,85,0,0
11841,0,0,1000
11876,32,0,0
11903,4,0,60000
11920,34,0,0
11922,99,0,0
11958,37,0,300000
12001,0,0,420000
12023,34,0,0
12024,34,0,0
12042,0,180000,0
12043,1151,0,180000
12051,0,480000,0
12058,85,0,6000
12097,36,0,0
12166,36,0,0
12170,65,0,0
12245,36,0,0
12246,36,0,0
12252,34,0,0
12279,36,0,0
12292,0,30000,0
12294,971,0,6000
12328,0,180000,0
12331,65,0,0
12332,39,0,30000
12472,0,600000,0
12527,290,0,60000
12528,32,0,0
12544,0,10000,0
12550,0,10000,0
12553,19,0,6000
12561,99,0,1000
12736,0,3600000,0
12747,99,0,0
12787,65,0,0
12795,21,0,0
12809,0,45000,0
12880,21,0,0
12938,391,0,0
12975,0,600000,0
13005,32,0,0
13007,37,0,0
13013,36,0,45000
13018,250,0,45000
13019,250,0,45000
13020,250,0,45000
13021,250,0,45000
13031,471,0,30000
13032,471,0,30000
13033,471,0,30000
13034,471,0,120000
13035,471,0,120000
13036,471,0,120000
13049,23,0,60000
13168,21,0,0
13281,19,0,0
13325,31,0,30000
13327,44,0,0
13339,19,0,0
13340,19,0,0
13341,19,0,0
13342,19,0,0
13374,19,0,0
13441,0,0,8000
13463,23,0,0
13491,0,0,10000
13532,49,0,4000
13582,18,0,0
13585,0,10000,0
13587,0,5000,0
13608,34,0,0
13619,0,0,60000
13711,44,0,0
13728,19,0,0
13729,19,0,0
13736,49,0,0
13747,51,0,10000
13750,0,300000,0
13787,0,10000,0
13795,411,0,15000
13809,411,0,15000
13813,411,0,15000
13821,44,0,0
13835,37,0,300000
13847,132,0,0
13860,19,0,0
13874,37,0,0
13877,0,120000,0
13896,1144,0,180000
13902,32,0,0
13903,25,0,0
13908,671,0,600000
13912,190,2000000,0
13913,0,30000,0
13953,40,0,0
14030,34,0,0
14105,0,0,8000
14108,36,0,0
14112,85,0,6000
14145,19,0,0
14177,0,180000,0
14178,36,0,0
14180,36,0,0
14183,0,120000,0
14185,0,600000,0
14200,85,0,0
14201,21,0,0
14202,21,0,0
14203,21,0,0
14204,21,0,0
14251,133,6000,1000
14260,40,0,6000
14261,40,0,6000
14262,40,0,6000
14263,40,0,6000
14264,40,0,6000
14265,40,0,6000
14266,40,0,6000
14269,65,0,5000
14270,65,0,5000
14271,65,0,5000
14272,82,0,5000
14273,82,0,5000
14274,911,0,8000
14278,0,20000,0
14281,2,0,6000
14282,2,0,6000
14283,2,0,6000
14284,2,0,6000
14285,2,0,6000
14286,2,0,6000
14287,2,0,6000
14288,85,0,10000
14289,85,0,10000
14290,85,0,10000
14294,49,0,60000
14295,49,0,60000
14302,411,0,15000
14303,411,0,15000
14304,411,0,15000
14305,411,0,15000
14310,411,0,15000
14311,411,0,15000
14316,411,0,15000
14317,411,0,15000
14326,33,0,30000
14327,33,0,30000
14514,44,0,0
14515,99,0,0
14529,0,60000,0
14532,36,0,0
14533,36,0,0
14534,36,0,0
14535,36,0,0
14538,36,0,0
14539,36,0,0
14751,0,180000,0
14796,36,0,0
14822,21,0,0
14872,21,0,0
14895,65,0,5000
14897,51,0,0
14916,82,0,5000
14917,82,0,5000
14918,82,0,5000
14919,82,0,5000
14920,82,0,5000
14921,82,0,5000
15039,19,0,0
15041,56,0,5000
15042,36,0,0
15044,56,0,5000
15054,22,0,0
15055,22,0,0
15061,21,0,0
15087,66,0,0
15091,250,0,0
15096,19,0,0
15097,21,0,0
15117,85,0,6000
15122,88,0,0
15167,55,0,0
15236,19,0,6000
15237,431,0,0
15247,31,0,30000
15284,85,0,6000
15286,0,10000,0
15305,85,0,6000
15306,19,0,6000
15398,43,0,0
15430,431,0,0
15431,431,0,0
15432,431,0,5000
15433,431,0,5000
15473,39,0,1500
15474,34,0,0
15475,18,0,0
15487,0,45000,0
15496,85,0,6000
15500,19,0,6000
15501,19,0,0
15503,25,0,0
15504,25,0,0
15507,0,10000,0
15535,99,0,0
15539,31,0,30000
15548,22,0,0
15549,85,0,0
15550,49,0,0
15574,19,0,0
15587,19,0,0
15588,22,0,0
15593,32,0,0
15605,19,0,6000
15609,34,0,0
15611,2,0,0
15612,2,0,0
15613,85,0,6000
15616,19,0,0
15621,65,0,0
15622,85,0,6000
15623,85,0,6000
15629,911,0,8000
15630,911,0,8000
15631,911,0,8000
15632,911,0,8000
15641,65,0,0
15642,65,0,0
15655,88,0,0
15656,0,0,30000
15659,85,0,6000
15663,85,0,6000
15664,18,0,0
15700,4,0,10000
15701,4,0,60000
15716,21,0,0
15744,250,0,0
15749,44,0,0
15752,109,0,0
15787,35,0,0
15797,2,0,0
15852,11,0,60000
15859,99,0,0
15869,23,0,0
15876,36,0,0
15878,36,0,0
15956,38,0,0
15968,73,0,0
15969,73,0,0
16006,85,0,0
16033,85,0,6000
16034,19,0,6000
16046,250,0,0
16050,51,0,10000
16067,0,0,8000
16094,50,0,0
16098,36,0,0
16099,50,0,0
16104,33,0,0
16122,38,0,0
16141,49,0,0
16144,19,0,0
16146,36,0,0
16166,0,180000,0
16169,85,0,0
16170,55,0,0
16171,43,0,0
16172,52,0,0
16188,0,180000,0
16190,591,0,300000
16243,2,0,0
16322,55,0,10000
16340,50,0,0
16349,1,0,0
16350,98,0,0
16390,50,0,0
16396,50,0,0
16407,0,0,8000
16424,49,0,0
16430,99,0,0
16451,190,0,0
16454,0,0,8000
16469,34,0,0
16495,41,0,0
16498,0,0,30000
16552,18,0,0
16576,99,0,0
16617,99,0,1000
16624,0,5000,0
16666,30,0,60000
16689,531,0,60000
16697,82,0,5000
16727,32,0,0
16740,32,0,0
16789,21,0,0
16790,0,5000,0
16792,21,0,0
16804,19,0,0
16810,531,0,60000
16811,531,0,60000
16812,531,0,60000
16813,531,0,60000
16838,0,0,5000
16857,1133,0,6000
16866,18,0,0
16889,99,0,0
16890,4,0,0
16891,99,0,0
16892,99,0,0
16893,99,0,0
16894,99,0,0
16895,99,0,0
16908,0,0,8000
16914,571,0,60000
16979,0,15000,0
17116,0,180000,0
17130,0,3600000,0
17140,451,0,0
17141,451,0,0
17142,451,0,0
17143,40,0,0
17145,250,0,0
17147,19,0,0
17149,19,0,0
17157,2,0,0
17158,18,0,0
17171,2,0,6000
17174,42,0,0
17177,20,0,0
17187,310,0,172800000
17194,19,0,0
17198,65,0,5000
17205,0,10000,0
17207,49,0,0
17230,36,0,0
17233,56,0,0
17244,93,0,0
17253,19,0,10000
17255,19,0,10000
17256,19,0,10000
17257,19,0,10000
17258,19,0,10000
17259,19,0,10000
17260,19,0,10000
17261,19,0,10000
17273,290,0,0
17274,290,0,0
17276,19,0,0
17277,250,0,0
17284,40,0,0
17286,32,0,0
17287,19,0,0
17294,50,0,0
17308,32,0,0
17315,36,0,0
17329,531,0,60000
17351,56,0,0
17354,591,0,300000
17359,591,0,300000
17364,0,20000,0
17390,1133,0,6000
17391,1133,0,6000
17392,1133,0,6000
17401,571,0,60000
17402,571,0,60000
17405,99,0,0
17448,1,0,0
17468,0,0,300000
17469,0,0,300000
17492,19,0,0
17500,32,0,0
17528,4,0,0
17530,4,0,60000
17531,4,0,60000
17534,4,0,10000
17539,99,0,1000
17540,28,0,60000
17543,99,0,1000
17544,99,0,1000
17545,99,0,1000
17546,99,0,1000
17548,99,0,1000
17549,99,0,1000
17559,310,0,86400000
17560,310,0,86400000
17561,310,0,86400000
17562,310,0,86400000
17563,310,0,86400000
17564,310,0,86400000
17565,310,0,86400000
17566,310,0,86400000
17624,37,0,0
17628,99,0,1000
17631,2,0,0
17633,55,0,0
17712,30,0,0
17735,84,0,120000
17750,84,0,120000
17751,84,0,120000
17752,84,0,120000
17770,0,0,60000
17820,36,0,0
17877,651,0,15000
17924,631,0,60000
17925,633,0,120000
17926,633,0,120000
17928,634,0,40000
17962,672,0,10000
18071,11,0,60000
18083,0,0,8000
18085,0,0,8000
18091,0,0,8000
18092,0,0,8000
18100,0,10000,0
18124,11,0,60000
18140,59,0,60000
18144,85,0,0
18149,18,0,0
18165,451,0,0
18204,0,0,8000
18229,11,0,60000
18230,11,0,60000
18231,11,0,60000
18232,11,0,60000
18233,11,0,60000
18234,11,0,60000
18276,0,0,8000
18278,32,0,0
18288,0,180000,0
18289,0,0,30000
18307,1,0,60000
18308,1,0,60000
18309,39,0,30000
18327,32,0,0
18385,30,0,60000
18389,19,0,0
18398,0,0,8000
18435,50,0,0
18499,0,30000,0
18501,21,0,0
18540,0,3600000,0
18560,0,345600000,0
18562,0,15000,0
18649,2,0,6000
18708,0,900000,0
18763,98,0,0
18812,0,5000,0
18819,85,0,6000
18831,31,0,0
18832,4,0,10000
18833,0,0,8000
18867,651,0,15000
18868,651,0,15000
18869,651,0,15000
18870,651,0,15000
18871,651,0,15000
18930,672,0,10000
18931,672,0,10000
18932,672,0,10000
18941,65,0,0
18942,99,0,1000
18943,65,0,0
18956,30,0,60000
18957,30,0,60000
18972,51,0,0
18985,38,0,0
19030,39,0,30000
19128,0,5000,0
19130,65,0,0
19131,44,0,0
19137,51,0,0
19194,65,0,0
19199,0,0,10000
19223,44,0,0
19236,671,0,600000
19238,671,0,600000
19240,671,0,600000
19241,671,0,600000
19242,671,0,600000
19243,671,0,600000
19244,88,0,30000
19260,0,0,8000
19263,0,300000,0
19271,1144,0,180000
19273,1144,0,180000
19274,1144,0,180000
19275,1144,0,180000
19276,691,0,180000
19277,691,0,180000
19278,691,0,180000
19279,691,0,180000
19280,691,0,180000
19289,1144,0,300000
19291,1144,0,300000
19292,1144,0,300000
19293,1144,0,300000
19306,1135,0,5000
19386,1111,0,120000
19434,2,0,6000
19469,99,0,0
19482,32,0,20000
19501,0,30000,0
19503,0,30000,0
19505,12,0,8000
19513,35,0,40000
19514,0,10000,0
19566,791,0,259200000
19574,0,120000,0
19577,1132,60000,0
19632,85,0,6000
19645,37,0,0
19647,88,0,30000
19731,12,0,8000
19734,12,0,8000
19736,12,0,8000
19752,0,3600000,0
19801,0,20000,0
19802,0,3600000,0
19817,65,0,0
19818,65,0,0
19826,23,45000,15000
19827,23,45000,15000
19828,23,75000,15000
19873,0,7000,0
19881,351,0,0
19983,85,0,6000
20066,0,60000,0
20116,932,0,8000
20169,931,0,10000
20216,0,120000,0
20228,290,0,0
20230,132,0,1800000
20252,872,0,30000
20271,0,10000,0
20473,892,0,30000
20484,26,0,1800000
20535,2,0,0
20536,2,0,0
20537,88,0,30000
20539,41,0,0
20543,2,0,0
20545,0,10000,0
20549,0,120000,0
20554,0,180000,0
20559,40,0,120000
20560,40,0,120000
20565,19,0,0
20566,19,0,3000
20568,19,0,5000
20572,0,120000,0
20577,0,120000,0
20580,871,0,10000
20589,0,60000,0
20594,0,180000,0
20600,0,180000,0
20604,99,0,0
20605,85,0,6000
20608,1161,0,3600000
20616,872,0,30000
20617,872,0,30000
20619,43,0,30000
20627,2,0,0
20629,18,0,0
20630,2,0,0
20654,99,0,0
20656,0,0,30000
20666,85,0,6000
20699,99,0,0
20706,56,0,0
20729,25,0,0
20736,911,0,8000
20739,26,0,1800000
20740,99,0,0
20742,26,0,1800000
20747,26,0,1800000
20748,26,0,1800000
20795,19,0,0
20798,0,10000,0
20812,22,0,0
20830,19,0,0
20831,85,0,6000
20832,19,0,0
20869,0,0,8000
20883,0,0,8000
20884,32,0,0
20900,2,0,6000
20901,2,0,6000
20902,2,0,6000
20903,2,0,6000
20904,2,0,6000
20909,1135,0,5000
20910,1135,0,5000
20922,932,0,8000
20923,932,0,8000
20924,932,0,8000
20925,931,0,10000
20927,931,0,10000
20928,931,0,10000
20929,892,0,30000
20930,892,0,30000
21008,40,0,0
21049,55,0,0
21067,18,0,0
21075,43,0,30000
21076,43,0,20000
21099,50,0,0
21149,11,0,60000
21152,32,0,0
21154,19,0,3000
21169,1161,0,3600000
21331,99,0,0
21355,951,0,0
21370,951,0,0
21371,951,0,0
21393,4,0,10000
21394,4,0,10000
21395,4,0,60000
21396,4,0,60000
21403,0,0,3000
21537,951,0,0
21538,951,0,0
21551,971,0,6000
21552,971,0,6000
21553,971,0,6000
21655,44,0,0
21728,951,0,0
21729,951,0,0
21730,951,0,0
21736,0,0,3000
21750,411,0,15000
21787,18,0,120000
21791,46,0,0
21878,66,0,300000
21892,37,0,0
21920,99,0,1000
21935,991,0,86400000
21956,99,0,1000
21970,28,0,0
21971,18,0,0
22007,0,10000,0
22067,54,0,0
22120,44,0,0
22127,99,0,0
22269,19,0,0
22270,0,3600000,0
22335,0,0,60000
22415,99,0,0
22418,0,10000,0
22423,19,0,0
22424,250,0,0
22430,310,0,7200000
22479,2,0,0
22539,50,0,0
22540,85,0,6000
22563,1091,0,0
22564,1091,0,0
22570,33,0,10000
22649,23,0,60000
22687,36,0,0
22692,36,0,0
22729,4,0,60000
22731,11,0,60000
22734,59,0,60000
22743,2,0,0
22751,0,0,4000
22807,99,0,1000
22812,0,60000,0
22842,1011,0,180000
22857,132,0,0
22885,19,0,0
22895,1011,0,180000
22896,1011,0,180000
22908,49,0,60000
22910,411,0,15000
22911,44,0,0
22914,42,0,0
22937,18,0,0
22946,35,0,0
22994,99,0,0
23038,19,0,0
23039,250,0,0
23041,1160,0,1800000
23042,1160,0,1800000
23099,44,0,30000
23103,99,0,0
23104,19,0,0
23105,35,0,0
23106,85,0,6000
23109,44,0,30000
23110,44,0,30000
23113,250,0,0
23114,19,0,0
23145,44,0,30000
23147,44,0,30000
23148,44,0,30000
23206,85,0,0
23207,32,0,0
23224,36,0,0
23267,0,0,8000
23307,93,0,25000
23331,250,0,0
23340,36,0,0
23454,32,0,0
23461,50,0,0
23468,30,0,0
23469,30,0,0
23470,30,0,0
23471,30,0,0
23472,30,0,0
23473,30,0,0
23474,30,0,0
23475,30,0,0
23476,30,0,0
23477,30,0,0
23506,99,0,1000
23537,21,0,0
23540,11,0,60000
23541,11,0,60000
23542,11,0,60000
23692,11,0,60000
23693,0,0,4000
23698,59,0,60000
23786,99,0,1000
23848,971,0,6000
23850,971,0,6000
23851,1071,0,0
23852,1071,0,604800000
23860,451,0,0
23862,18,0,0
23881,971,0,6000
23892,971,0,6000
23893,971,0,6000
23894,971,0,6000
23919,85,0,0
23922,971,0,6000
23923,971,0,6000
23924,971,0,6000
23925,971,0,6000
23931,22,0,0
23951,55,0,0
23960,40,0,0
23964,0,0,4000
23989,0,300000,0
23991,1155,0,1000
24005,11,0,60000
24011,18,0,0
24016,40,0,0
24021,37,0,0
24023,44,0,0
24099,18,0,0
24132,1111,0,120000
24133,1111,0,120000
24178,99,0,0
24184,99,0,0
24185,55,0,0
24193,44,0,0
24213,65,0,0
24224,0,12000,0
24236,49,0,0
24239,1131,0,6000
24274,1131,0,6000
24275,1131,0,6000
24301,38,0,0
24315,44,0,0
24318,21,0,0
24333,65,0,20000
24353,28,0,120000
24355,59,0,60000
24361,4,0,60000
24363,4,0,60000
24364,4,0,60000
24375,32,0,0
24384,11,0,60000
24393,971,0,6000
24407,65,0,0
24408,44,0,0
24409,11,0,60000
24410,11,0,60000
24411,11,0,60000
24415,51,0,0
24423,36,0,0
24427,59,0,0
24438,43,0,0
24450,38,0,10000
24452,38,0,10000
24453,38,0,10000
24530,19,0,0
24577,36,0,0
24578,36,0,0
24579,36,0,0
24583,19,0,4000
24586,19,0,4000
24587,19,0,4000
24597,55,0,10000
24603,55,0,10000
24604,55,0,10000
24605,55,0,10000
24619,99,0,0
24640,19,0,4000
24648,99,0,0
24672,55,0,0
24673,36,0,0
24674,36,0,0
24680,85,0,0
24683,35,0,0
24685,19,0,0
24686,36,0,0
24688,18,0,0
24707,11,0,60000
24800,11,0,60000
24819,85,0,0
24826,0,5000,0
24844,2,0,0
24869,11,0,60000
24893,28,0,0
24933,1138,4000,0
24995,21,0,0
25003,1138,5000,0
25008,2,0,0
25009,2,0,0
25010,2,0,0
25011,2,0,0
25012,2,0,0
25020,0,10000,0
25021,85,0,0
25024,1138,10000,0
25025,19,0,0
25026,1138,10000,5000
25027,1138,2000,0
25028,19,0,0
25030,1138,6000,0
25031,1138,6000,0
25033,35,0,0
25049,250,0,0
25053,18,0,0
25056,32,0,0
25085,97,0,300000
25102,28,0,0
25146,310,0,600000
25151,23,0,0
25174,85,0,0
25175,65,0,0
25189,99,0,0
25190,44,0,0
25191,44,0,0
25262,18,0,0
25288,65,0,5000
25294,85,0,10000
25302,82,0,10000
25378,21,0,0
25424,18,0,0
25425,22,0,0
25497,18,0,0
25515,32,0,0
25598,22,0,0
25599,22,0,0
25660,11,0,60000
25669,0,5000,0
25690,11,0,1500
25691,59,0,1500
25692,11,0,1500
25693,11,0,1500
25695,0,0,60000
25696,0,0,60000
25697,11,0,60000
25698,35,0,30000
25699,35,0,600000
25746,1155,0,1000
25747,1155,0,1000
25750,1155,0,1000
25806,99,0,0
25811,18,0,0
25814,85,0,0
25817,46,0,0
25821,44,0,0
25822,1137,0,0
25851,0,0,60000
25863,330,0,3000
25990,11,0,60000
25991,18,0,0
26030,11,0,60000
26038,49,0,0
26043,43,0,0
26048,19,0,0
26052,18,0,0
26059,35,0,600000
26064,0,180000,0
26066,1,0,60000
26069,88,0,0
26071,99,0,0
26081,44,0,0
26082,44,0,0
26083,49,0,0
26090,0,60000,0
26099,43,0,0
26103,63,0,5000
26104,63,0,0
26177,44,0,25000
26178,44,0,25000
26179,44,0,25000
26187,0,60000,0
26188,0,60000,0
26194,19,0,0
26195,99,0,0
26197,99,0,0
26198,99,0,0
26201,44,0,25000
26226,0,0,4000
26258,99,0,0
26259,99,0,0
26260,0,0,60000
26261,0,0,60000
26263,11,0,60000
26276,99,0,1000
26281,36,0,5000
26296,0,180000,0
26297,0,180000,0
26378,99,0,0
26389,59,0,10000
26401,0,0,60000
26402,0,0,60000
26472,0,0,60000
26473,0,0,60000
26474,0,0,60000
26475,0,0,60000
26527,21,0,0
26550,35,0,0
26573,932,0,8000
26601,18,0,0
26613,1152,0,0
26616,63,0,0
26652,971,0,6000
26655,330,0,3000
26662,21,0,0
26681,1142,0,0
26682,1142,0,0
27184,1139,0,0
27190,1139,0,0
27191,1139,0,0
27201,1139,0,0
27202,1139,0,0
27203,1139,0,0
27204,0,180000,0
27254,19,0,0
27517,1139,0,0
27530,571,0,0
27533,99,0,1000
27534,99,0,1000
27535,99,0,1000
27536,99,0,1000
27538,99,0,1000
27540,99,0,1000
27543,39,0,0
27545,39,0,0
27554,85,0,0
27564,54,0,0
27567,85,0,0
27577,872,0,0
27580,971,0,6000
27581,109,0,60000
27602,0,3600000,0
27607,56,0,4000
27610,43,0,30000
27615,270,0,20000
27617,39,0,300000
27619,37,0,300000
27623,35,0,15000
27632,2,0,6000
27634,42,0,0
27680,21,0,0
27685,44,0,25000
27689,55,0,0
27740,0,3600000,0
27753,411,0,15000
27757,32,0,0
27758,32,0,0
27759,0,15000,0
27766,1138,0,0
27779,56,0,0
27794,85,0,6000
27799,431,0,0
27800,431,0,0
27801,431,0,0
27806,2,0,0
27808,1152,0,5000
27810,1152,0,5000
27869,30,0,60000
27870,1145,0,600000
27871,1145,0,600000
27879,0,5000,0
27881,0,5000,0
27882,0,5000,0
27897,21,0,0
27993,0,0,30000
27995,55,0,0
28125,1152,0,0
28131,21,0,0
28146,0,60000,0
28148,0,60000,0
28167,85,0,0
28168,85,0,0
28293,85,0,0
28314,0,5000,0
28329,22,0,0
28334,49,0,0
28338,1152,0,6000
28339,1152,0,6000
28350,36,0,0
28354,1149,0,0
28391,44,0,0
28401,44,0,0
28408,1152,0,0
28412,633,0,120000
28418,0,0,4000
28419,0,0,4000
28420,0,0,4000
28440,36,0,0
28479,1152,0,8000
28498,21,0,0
28609,56,0,30000
28610,56,0,30000
28616,11,0,60000
28673,1152,0,0
28725,32,0,0
28747,21,0,0
28760,0,0,60000
28765,0,0,1000
28766,0,0,1000
28768,0,0,1000
28769,0,0,1000
28770,0,0,1000
28783,1152,0,0
28785,1152,0,20000
28796,1152,0,0
28797,1152,0,30000
28798,1152,0,0
28815,0,180000,0
28858,99,0,0
28913,40,0,0
28961,1152,0,0
28991,34,0,0
28994,1152,0,20000
29007,59,0,60000
29008,11,0,60000
29029,59,0,1500
29041,59,0,10000
29055,11,0,60000
29060,1152,60000,10000
29061,0,30000,0
29073,11,0,60000
29142,0,15000,0
29166,0,360000,0
29169,18,0,0
29207,44,0,0
29208,44,0,0
29209,44,0,0
29210,44,0,0
29211,44,0,0
29212,22,0,0
29220,59,0,60000
29228,19,0,6000
29236,4,0,60000
29306,36,0,0
29310,1152,0,0
29325,18,0,0
29429,1152,0,10000
29430,1152,0,5000
29432,99,0,1000
29506,0,0,1000
29851,49,0,0
29915,40,0,0
29940,0,0,60000
29943,32,0,0
30018,4,0,10000
30076,1159,0,0
30081,36,0,420000
30092,250,0,0
30112,44,0,0
30133,1159,0,10000
30161,0,60000,0
30167,0,3600000,0
30225,32,0,0
31378,19,0,0
31700,330,0,3000
